review_id,product_id,user_id,rating,review_text,review_date
843a3da1-68b4-4f79-988c-80e5055a1daa,3780021d-7147-4d08-8d73-e630b3da0cbe,2bdcb1f3-ee83-43c0-b2f7-7184722a0e15,4,Solid performance though battery life could be longer.,2025-09-05T05:08:44
629c098f-a497-4a4e-8b09-5f0c4242b26d,88add444-6943-42bd-b1ad-df9231d2aa8d,1b93798b-7f65-4ed5-98f3-733d1ff83def,4,Great value for the price and fast shipping.,2024-06-13T21:30:07
11b780e1-8930-4e75-a628-85f6f314685b,661746c4-ad45-410e-bec0-79d9e9f7f40d,f0823dec-69ee-4996-b9f0-ce8b807b9650,4,Reliable purchase; would recommend to friends.,2024-11-08T07:11:11
3b293401-d93b-4454-ae93-568ca8f797a2,573d588b-eaac-48fe-afc7-13f1b796bd2d,b690bfe8-ea1b-4277-b74f-c841cc421319,4,Style and comfort are impressive.,2024-05-14T12:33:42
b84d0797-83d8-4d77-aaa6-c1dc84dbb4cc,a1004e61-f401-428e-a431-0d83dbd29708,136afc03-ca5e-41ee-9128-5d18ed2ff254,4,Customer support resolved my queries quickly.,2024-03-27T04:48:22
1fb3a192-5525-45d5-b68f-f2b0385f5fc9,4f68564c-9807-4264-8b96-9940b6cb73e1,d60aa3bf-7230-4a8f-8990-795b97c36896,5,Fantastic build quality and user-friendly features.,2025-06-08T17:43:16
8cbdc46f-031e-48f5-a074-8ae3bb02ce9f,feb4ffa5-0fde-456e-a8e7-9b6c89ed06ac,9fb97408-548a-4315-ac6a-d201c5534b17,4,Customer support resolved my queries quickly.,2024-12-15T12:57:49
39366801-721e-4a93-b440-4bc3ff5097b7,04a98b0e-a2bf-4e3e-b717-b4a4500d7bdc,d9aa166f-201b-4b51-8d26-e1b13f6e14e1,4,Reliable purchase; would recommend to friends.,2025-03-28T17:50:57
76b3ab0e-9053-4d3f-bb81-b4c86b3280d1,12f1e107-776d-4b4b-b230-f201a1a96650,d60aa3bf-7230-4a8f-8990-795b97c36896,5,Reliable purchase; would recommend to friends.,2024-08-12T03:36:37
b95bb45e-690f-4538-8289-dd8266ae8398,dda6d41f-087f-4b37-9368-cb6bcd01b5bc,5ee6bef7-6fba-4940-ad9f-2ff44858e851,3,Fantastic build quality and user-friendly features.,2024-06-03T17:44:13
36c4e48d-7314-4e72-9b16-f1290e37c527,bfd7f681-c6d3-4067-bcf4-2fbd0bbb1961,15f6dd52-d448-448e-9e2d-d93c2a505c7b,5,Fantastic build quality and user-friendly features.,2024-06-13T08:59:17
35f86cb7-7470-47eb-84aa-c1b7b6962fcd,71cd6e3f-89de-4b63-b8d0-f9bc3bb351dd,ffc46260-83b3-4b72-ab1e-68c211222531,3,Fantastic build quality and user-friendly features.,2025-04-20T08:37:36
6a80f371-a160-42c5-8b9a-0b41d3acfd35,3d9f7863-ef4b-4644-a5e7-50c73e97cf53,ffc46260-83b3-4b72-ab1e-68c211222531,4,Exceeded expectations in quality and delivery.,2024-09-17T17:24:11
5c5e769c-cd43-4f01-889b-3a37baa21149,a58adeef-9d73-476d-8979-2570f427a2a4,f0823dec-69ee-4996-b9f0-ce8b807b9650,4,Exceeded expectations in quality and delivery.,2024-11-23T21:08:27
9c84e978-e6a9-48a2-bd85-17c74412aab2,23308ab9-787b-4b8b-bc7b-d1e4959932b0,e1852718-85d4-4baf-b9ff-53333956debd,4,Great value for the price and fast shipping.,2024-08-14T19:01:27
a0e54e5b-9078-470e-aec0-fd3c90e9f39e,34007688-734d-4ed6-9aea-8ccd0c6da6a5,9ede9453-7dce-470e-9072-7a4351e472ef,4,Solid performance though battery life could be longer.,2025-07-13T20:19:38
1690c047-b539-49f9-83ac-1d53c5564411,50125164-4655-454b-8961-3fdaa3c4152a,1953d227-6463-4501-abcf-b024302076f0,4,Customer support resolved my queries quickly.,2024-07-27T14:04:00
4d0ae4f0-e1f2-4f7a-88cd-21528945c6b9,04a98b0e-a2bf-4e3e-b717-b4a4500d7bdc,623b288e-a294-4612-b74c-37abf510f5f8,5,Solid performance though battery life could be longer.,2024-04-30T08:05:39
7d625712-f5dd-4cda-bf90-be1d93e91a36,34007688-734d-4ed6-9aea-8ccd0c6da6a5,e40c3c24-05c0-4374-a687-5c41539150a6,4,Customer support resolved my queries quickly.,2024-09-13T10:31:49
3796d9ed-c37c-4342-add5-3c3a2dd1a726,34516357-56b4-4907-89e0-b8261bfeb840,392a35c7-d8a4-4319-b689-2be55200351f,4,Met my needs but shipping took a little longer.,2025-03-22T23:53:57
fdc9b7cb-42ad-4867-9f51-7e9ea1543717,aeff61b6-c607-4d48-8acc-9a35ecfd52e3,ffc46260-83b3-4b72-ab1e-68c211222531,4,Exceeded expectations in quality and delivery.,2024-05-14T17:25:44
90f67298-736f-47f4-94eb-fad60df93a0d,84204cfb-0150-48d0-b242-81c7fe4a6514,3793ed0f-2c3d-4d12-be8c-1cc51d90ac96,4,Style and comfort are impressive.,2025-08-26T17:07:56
e0ef20ee-58b5-4f17-a7e4-ba0a34c33b74,33390b79-1a33-4927-a210-c195554504d0,a3198239-5df0-4b8e-8070-041ece869b75,3,Fantastic build quality and user-friendly features.,2024-10-23T11:39:44
4318f7ac-241c-4c60-b0d6-c32563c91130,485c3d22-90b0-40b0-bfda-c97e12413e8a,4df85635-c805-41f0-8e91-18b836adbafa,5,Product matches description and works as promised.,2024-03-19T00:10:48
7097f3a7-ddd6-41e2-92b9-e61bdbecbe7d,0b84cf63-fe5b-4343-97a0-c5eb55099f93,4926ba29-243b-4d91-b332-ed017af8a8ae,3,Fantastic build quality and user-friendly features.,2024-10-03T02:01:46
af7ebe42-f39f-49c8-86d3-41e0efd99771,50602b32-e598-4fec-9c58-374ed4e08a2a,9efa999f-b90d-40e7-9033-713f76349861,3,Reliable purchase; would recommend to friends.,2025-10-18T00:19:35
4f294c4e-a9e0-482d-96a8-3db0bf910e2a,b4f77be2-21a9-465c-8972-987e421dd558,a5772ae5-ff50-47ca-9e45-757135363f6e,4,Customer support resolved my queries quickly.,2025-06-30T10:39:04
56ea2348-f8aa-4e3f-8065-0dfa31da9ab7,dd600df0-a123-4470-b4dc-5b1fbb412130,a3198239-5df0-4b8e-8070-041ece869b75,5,Solid performance though battery life could be longer.,2024-04-29T18:20:05
c14c7c48-458e-4c20-9390-6b2495a76e24,8647140a-dd88-45a0-95be-ae7d66ac0787,41c7a59c-b8ae-4d81-b553-6fdc76caf5c3,3,Style and comfort are impressive.,2024-07-03T08:50:20
612eafc5-439e-4a6d-8b7c-4d2546a6f208,82850011-27b0-49de-8ee8-04ab1e2d5448,4df85635-c805-41f0-8e91-18b836adbafa,3,Met my needs but shipping took a little longer.,2025-03-18T01:24:54
d9dcc0ee-8807-43fe-95cd-515a63247902,292cb567-a4b0-4f09-ab0b-cf15eef17df5,a2f44284-eded-4d07-9cf8-f59896614503,4,Met my needs but shipping took a little longer.,2025-03-21T00:52:28
933d9872-f006-4ced-93ca-071986c5e71f,dda6d41f-087f-4b37-9368-cb6bcd01b5bc,35691beb-8af9-4549-9e67-b6bcd3775c65,3,Fantastic build quality and user-friendly features.,2024-12-12T22:19:31
1a1383b6-1588-4e17-aabd-7b5b5b8df6a2,a111d844-34bd-4c57-ae21-08d892e7cd37,8a74bb43-e072-410d-8872-848580629d22,5,Solid performance though battery life could be longer.,2025-08-04T17:00:43
d5b2bbc5-ce1c-43ae-8c95-e6d2479e7092,9ce4c50f-1b59-45d5-a3a4-0985cd0080fe,15f6dd52-d448-448e-9e2d-d93c2a505c7b,3,Met my needs but shipping took a little longer.,2025-07-28T02:08:41
049d8e98-dec4-499d-aa65-aa9f168188c2,5bb65c5b-8dd6-4b85-afeb-308c85338301,4b0ff5f4-324a-47bb-b48c-83d2baaf9d10,3,Packaging was premium and setup was easy.,2025-08-09T02:51:50
7b23bb53-77fb-48ac-8c99-c847646490d4,573d588b-eaac-48fe-afc7-13f1b796bd2d,392a35c7-d8a4-4319-b689-2be55200351f,3,Customer support resolved my queries quickly.,2024-12-28T05:26:05
1731096b-5a58-4470-a972-23b22fc06828,3e91c92f-2636-4686-88e3-8503a0c64d0f,d9aa166f-201b-4b51-8d26-e1b13f6e14e1,3,Reliable purchase; would recommend to friends.,2025-01-23T23:24:31
9e1e8422-d0df-4658-9752-2c52299eecba,4d6188dc-5fb5-40be-82b9-8185414daf04,8a74bb43-e072-410d-8872-848580629d22,5,Product matches description and works as promised.,2025-06-08T12:54:35
413f3318-2697-467b-a4dd-e5a8d2144dfa,a58adeef-9d73-476d-8979-2570f427a2a4,7f6c7b12-a079-4b89-b97d-4c2a3bba3728,3,Style and comfort are impressive.,2025-01-10T19:51:37
48c9ff28-5752-416d-a8f2-4e290c0f830e,97a7ac37-0f5b-438c-8e6b-bccfbb2babe8,a94eeadb-c3c2-44cb-96d0-b10dd27d7e64,5,Exceeded expectations in quality and delivery.,2024-05-01T20:04:36
c9560db6-3a46-4f15-9ace-563c3595a552,a170c855-7457-4217-962b-73ca95591d8e,8e5b2783-711f-4799-9e03-84a60e4e2a54,3,Packaging was premium and setup was easy.,2025-05-12T03:31:49
a5893347-2317-4559-a4a7-666f2a81d2ed,4d6188dc-5fb5-40be-82b9-8185414daf04,a2f44284-eded-4d07-9cf8-f59896614503,4,Met my needs but shipping took a little longer.,2024-04-05T16:31:30
800dc550-cb9d-45cc-b1b7-4693262879c9,761a057e-264a-4c1b-b399-0ea1a85811e6,7f6c7b12-a079-4b89-b97d-4c2a3bba3728,3,Product matches description and works as promised.,2024-08-18T17:24:34
96df80ac-6678-4ea0-8c47-13b1b1cb4906,661746c4-ad45-410e-bec0-79d9e9f7f40d,56171720-c33d-43e4-8ef1-87eed71abda6,4,Customer support resolved my queries quickly.,2025-07-28T00:57:34
37475577-63a3-40ed-8abc-4180af404ec1,4d6188dc-5fb5-40be-82b9-8185414daf04,136afc03-ca5e-41ee-9128-5d18ed2ff254,5,Fantastic build quality and user-friendly features.,2025-10-15T02:37:30
92ca385d-faba-4e5b-82f4-f89ac3d3b75c,91040c4c-ff68-4da6-8b23-e84501185895,1fe16547-8098-438a-a27a-3961b2cd7403,5,Style and comfort are impressive.,2025-02-11T21:53:38
aa732a1e-a241-4a48-8469-673791c23ce8,bcbf6afe-d59a-4790-9594-55bb6f02ebda,9548ced7-5a72-48c4-9cf6-7d6b208725fe,3,Exceeded expectations in quality and delivery.,2024-11-24T20:25:12
b779a81d-bad5-4fcc-ba1c-16907fdc2d0b,82850011-27b0-49de-8ee8-04ab1e2d5448,a2f44284-eded-4d07-9cf8-f59896614503,3,Solid performance though battery life could be longer.,2024-06-25T18:42:06
0f1c13c3-975c-46b7-85bb-64897e3bd86d,34007688-734d-4ed6-9aea-8ccd0c6da6a5,15f6dd52-d448-448e-9e2d-d93c2a505c7b,5,Reliable purchase; would recommend to friends.,2024-11-04T02:13:19
3bfa61f7-6f55-49b0-9492-672c711fbe1f,0804e394-634f-44b4-85e5-780ed32f72eb,a94eeadb-c3c2-44cb-96d0-b10dd27d7e64,5,Met my needs but shipping took a little longer.,2025-10-15T17:01:52
c308dee6-bbff-4912-bbed-88696de90e3f,71cd6e3f-89de-4b63-b8d0-f9bc3bb351dd,3793ed0f-2c3d-4d12-be8c-1cc51d90ac96,4,Met my needs but shipping took a little longer.,2024-11-08T12:52:16
13f8c4db-8572-4092-8130-5e737c371972,f290aa8f-a2c0-4bec-8af5-55c16547892c,6814324a-ff27-4d06-a4f8-0c1b5214045e,5,Product matches description and works as promised.,2024-09-06T17:59:07
217077cc-a86f-464d-ba3c-b0fe1b8c35ae,84204cfb-0150-48d0-b242-81c7fe4a6514,4926ba29-243b-4d91-b332-ed017af8a8ae,5,Exceeded expectations in quality and delivery.,2024-08-11T12:45:03
5a26e747-0390-4653-a2f8-9a1e4fdf819e,761a057e-264a-4c1b-b399-0ea1a85811e6,df49924c-a07b-4979-a3e8-30832e921d72,4,Solid performance though battery life could be longer.,2025-08-08T22:30:46
3c04318d-c80a-44d4-ac7a-bd831f9ac7b4,56a4300a-1b0c-4ed9-9ce7-33191f050eec,52ee9ecf-5363-4678-8139-d6587d59b3f5,3,Customer support resolved my queries quickly.,2024-10-08T20:19:34
ee355a44-1474-4d1b-be7f-23c1d648cc23,fbc89e3c-024c-45d4-bb1e-f5e8de91c4d4,1fe16547-8098-438a-a27a-3961b2cd7403,3,Great value for the price and fast shipping.,2024-12-13T05:08:25
134d520e-0db5-4b8e-9beb-44fcf4d7ba25,50125164-4655-454b-8961-3fdaa3c4152a,392a35c7-d8a4-4319-b689-2be55200351f,5,Packaging was premium and setup was easy.,2025-07-18T09:40:46
3f1dc8d0-4cb4-4eea-a088-5af7a8e95e71,27288ebe-a4fa-4764-bcff-20c6c1b4e579,d60aa3bf-7230-4a8f-8990-795b97c36896,4,Great value for the price and fast shipping.,2025-07-15T19:12:19
4a05f2ef-6433-49cd-934b-8fc6d53fbbe0,50602b32-e598-4fec-9c58-374ed4e08a2a,a94eeadb-c3c2-44cb-96d0-b10dd27d7e64,4,Style and comfort are impressive.,2025-09-15T09:40:35
f8f64cec-cb6c-4608-b124-77646481591e,761a057e-264a-4c1b-b399-0ea1a85811e6,df49924c-a07b-4979-a3e8-30832e921d72,3,Great value for the price and fast shipping.,2025-08-23T02:11:59
8cc62d19-08d0-44b1-b3f5-88e16232ecd8,0b84cf63-fe5b-4343-97a0-c5eb55099f93,1953d227-6463-4501-abcf-b024302076f0,3,Met my needs but shipping took a little longer.,2024-12-21T23:24:18
7e51996d-f2e5-4285-891a-e31542b07dc6,22d7cee7-2177-4517-933a-cdbc8665bbb5,a6f53f71-8578-4ac4-a221-4d4f582e6765,4,Exceeded expectations in quality and delivery.,2025-02-18T02:31:59
bcfea1a3-93df-415e-a2f8-37e8c47254a2,a58adeef-9d73-476d-8979-2570f427a2a4,9efa999f-b90d-40e7-9033-713f76349861,4,Packaging was premium and setup was easy.,2025-04-07T04:32:27
e42a8e92-75a0-4ac6-b53c-8d0c11dd7619,921205ac-28c4-4b05-b67e-c35ff328fab7,16aa2d9d-f4c4-4e24-a4c4-a1b8d497c821,4,Product matches description and works as promised.,2025-09-04T04:41:14
8e73d71f-8cf0-426f-bd38-1ea4f0158dc5,56a4300a-1b0c-4ed9-9ce7-33191f050eec,6814324a-ff27-4d06-a4f8-0c1b5214045e,5,Met my needs but shipping took a little longer.,2025-05-25T06:44:53
